term;category;occurrences;contexts;sourceFiles;sampleLocators;preferredTranslation;notes
spellbook of holy beam;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_holy_beam.name_identified;;
spellbook of holy sigil;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_sigil.name_identified;;
spellbook of ice wave;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_ice_wave.name_identified;;
spellbook of identify;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_identify.name_identified;;
spellbook of ignite;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_ignite.name_identified;;
spellbook of imp form;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_imp_form.name_identified;;
spellbook of incoherence;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_incoherence.name_identified;;
spellbook of inner demon;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_demon_illu.name_identified;;
spellbook of invisibility;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_invisibility.name_identified;;
spellbook of kinetic defense;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_force_shield.name_identified;;
spellbook of kinetic field;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_kinetic_field.name_identified;;
spellbook of lead bolt;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_lead_bolt.name_identified;;
spellbook of levitation;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_levitation.name_identified;;
spellbook of lift;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_slam.name_identified;;
spellbook of light;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_light.name_identified;;
spellbook of lightning;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_lightning.name_identified;;
spellbook of lightning bolt;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_lightning_bolt.name_identified;;
spellbook of locking;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_locking.name_identified;;
spellbook of magic mapping;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_magicmapping.name_identified;;
spellbook of magic missile;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_magicmissile.name_identified;;
spellbook of magicians' bubble;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_magicians_armor.name_identified;;
spellbook of maximise;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_maximise.name_identified;;
spellbook of metallurgy;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_metallurgy.name_identified;;
spellbook of meteor;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_meteor.name_identified;;
spellbook of minimise;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_minimise.name_identified;;
spellbook of minor heal;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_heal_minor.name_identified;;
spellbook of minor heal other;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_heal_other.name_identified;;
spellbook of mist form;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_mist_form.name_identified;;
spellbook of nimbleness;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_prof_nimbleness.name_identified;;
spellbook of null area;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_null_area.name_identified;;
spellbook of numbing bolt;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_numbing_bolt.name_identified;;
spellbook of opening;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_opening.name_identified;;
spellbook of overcharge;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_overcharge.name_identified;;
spellbook of pinpoint;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_pinpoint.name_identified;;
spellbook of poison;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_poison.name_identified;;
spellbook of polymorph;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_self_polymorph.name_identified;;
spellbook of portal;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_tunnel.name_identified;;
spellbook of power strike;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_strike.name_identified;;
spellbook of preserve;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_preserve.name_identified;;
spellbook of psychic spear;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_psychic_spear.name_identified;;
spellbook of rat form;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_rat_form.name_identified;;
spellbook of reflect magic;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_reflect_magic.name_identified;;
spellbook of remove curse;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_removecurse.name_identified;;
spellbook of reshape weapon;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_reshape_weapon.name_identified;;
spellbook of revert form;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_revert_form.name_identified;;
spellbook of sabotage;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_sabotage.name_identified;;
spellbook of salvage;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_salvage.name_identified;;
spellbook of scry allies;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_scry_allies.name_identified;;
spellbook of scry traps;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_scry_traps.name_identified;;
spellbook of scry treasures;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_scry_treasures.name_identified;;
spellbook of seek ally;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_seek_ally.name_identified;;
spellbook of shatter objects;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_shatter_objects.name_identified;;
spellbook of sleep;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_sleep.name_identified;;
spellbook of slow;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_slow.name_identified;;
spellbook of speed;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_speed.name_identified;;
spellbook of spin;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_spin.name_identified;;
spellbook of spirit weapon;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_spirit_weapon.name_identified;;
spellbook of splinter armor;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_splinter_gear.name_identified;;
spellbook of spores;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_spores.name_identified;;
spellbook of spray acid;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_acid_spray.name_identified;;
spellbook of spray web;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_spray_web.name_identified;;
spellbook of steal weapon;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_steal_weapon.name_identified;;
spellbook of stoneblood;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_stoneblood.name_identified;;
spellbook of sturdiness;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_prof_sturdiness.name_identified;;
spellbook of summon fire sprite;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_fire_sprite.name_identified;;
spellbook of telekinesis;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_telekinesis.name_identified;;
spellbook of teleport other;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_telepull.name_identified;;
spellbook of teleportation;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_teleportation.name_identified;;
spellbook of thorns;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_thorns.name_identified;;
spellbook of troll form;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_troll_form.name_identified;;
spellbook of troll's blood;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_trolls_blood.name_identified;;
spellbook of vampiric aura;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_vampiric_aura.name_identified;;
spellbook of void chest;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_void_chest.name_identified;;
spellbook of weakness;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_weakness.name_identified;;
spellbook of windgate;item_name;1;UI/system text;lang/item_names.json;root.items.spellbook_windgate.name_identified;;
spellbot;item_name;2;UI/system text;lang/item_names.json;root.items.tool_spellbot.name_identified | root.items.tool_spellbot.name_unidentified;;
Sphinx's Casque;item_name;1;UI/system text;lang/item_names.json;root.items.artifact_helm.name_identified;;
spicy ration;item_name;1;UI/system text;lang/item_names.json;root.items.food_ration_spicy.name_identified;;
spiked gauntlets;item_name;1;UI/system text;lang/item_names.json;root.items.spiked_gauntlets.name_identified;;
spirit key;item_name;2;UI/system text;lang/item_names.json;root.items.key_bone.name_identified | root.items.key_bone.name_unidentified;;
spooky mask;item_name;2;UI/system text;lang/item_names.json;root.items.mask_spooky.name_identified | root.items.mask_spooky.name_unidentified;;
stag hood;item_name;2;UI/system text;lang/item_names.json;root.items.hat_stag_hood.name_identified | root.items.hat_stag_hood.name_unidentified;;
stamped scroll;item_name;1;UI/system text;lang/item_names.json;root.items.scroll_mail.name_unidentified;;
steel axe;item_name;2;UI/system text;lang/item_names.json;root.items.steel_axe.name_identified | root.items.steel_axe.name_unidentified;;
steel boots;item_name;4;UI/system text;lang/item_names.json;root.items.steel_boots.name_identified | root.items.steel_boots.name_unidentified | root.items.steel_boots_levitation.name_unidentified | root.items.steel_boots_feather.name_unidentified;;
steel boots of feather;item_name;1;UI/system text;lang/item_names.json;root.items.steel_boots_feather.name_identified;;
steel boots of levitation;item_name;1;UI/system text;lang/item_names.json;root.items.steel_boots_levitation.name_identified;;
steel breastpiece;item_name;2;UI/system text;lang/item_names.json;root.items.steel_breastpiece.name_identified | root.items.steel_breastpiece.name_unidentified;;
steel chakram;item_name;2;UI/system text;lang/item_names.json;root.items.steel_chakram.name_identified | root.items.steel_chakram.name_unidentified;;
steel falshion;item_name;2;UI/system text;lang/item_names.json;root.items.steel_falshion.name_identified | root.items.steel_falshion.name_unidentified;;
steel flail;item_name;2;UI/system text;lang/item_names.json;root.items.steel_flail.name_identified | root.items.steel_flail.name_unidentified;;
steel gauntlets;item_name;1;UI/system text;lang/item_names.json;root.items.gauntlets.name_identified;;
steel gauntlets of might;item_name;1;UI/system text;lang/item_names.json;root.items.gauntlets_strength.name_identified;;
steel greataxe;item_name;2;UI/system text;lang/item_names.json;root.items.steel_greataxe.name_identified | root.items.steel_greataxe.name_unidentified;;
steel halberd;item_name;2;UI/system text;lang/item_names.json;root.items.steel_halberd.name_identified | root.items.steel_halberd.name_unidentified;;
steel helm;item_name;2;UI/system text;lang/item_names.json;root.items.steel_helm.name_identified | root.items.steel_helm.name_unidentified;;
steel mace;item_name;2;UI/system text;lang/item_names.json;root.items.steel_mace.name_identified | root.items.steel_mace.name_unidentified;;
steel shield;item_name;3;UI/system text;lang/item_names.json;root.items.steel_shield.name_identified | root.items.steel_shield.name_unidentified | root.items.steel_shield_resistance.name_unidentified;;
steel shield of magic resistance;item_name;1;UI/system text;lang/item_names.json;root.items.steel_shield_resistance.name_identified;;
